,Tweet,Time,nb_retweets
381,fsd beta 10 69 start roll tesla owner last night build big step forward 10 69 1 probabl,2022-08-21 14:34:21+00:00,2041
382,rt shot dragon s departur,2022-08-20 04:56:56+00:00,2836
383,nice letter bill nix prof stanford put grad studi perman deferm,2022-08-19 20:07:52+00:00,7469
384,rt watch falcon 9 launch 53 starlink satellit orbit,2022-08-19 19:23:18+00:00,2970
385,rt separ confirm dragon perform three departur burn move away,2022-08-19 15:33:04+00:00,1549
386,rt sky perfect jsat select starship launch superbird 9 communic satellit,2022-08-19 14:10:42+00:00,2989
387,still grate,2022-08-19 06:04:54+00:00,30870
388,,2022-08-19 03:20:47+00:00,16507
389,magic moment,2022-08-17 09:22:09+00:00,5718
390,mom import career,2022-08-17 08:44:21+00:00,78154
391,high recommend,2022-08-17 08:08:12+00:00,1535
392,standup side hustl,2022-08-17 04:59:51+00:00,8639
393,clear support left half republican parti right half democrat parti,2022-08-16 23:56:43+00:00,20601
394,rt first model y deliveri australia new zealand,2022-08-16 18:39:18+00:00,3181
395,congrat giga shanghai make millionth car total tesla made now 3m,2022-08-14 17:26:50+00:00,9994
396,read instruct,2022-08-14 02:08:54+00:00,21493
397,ad 13 inner engin,2022-08-13 04:03:26+00:00,6529
398,anoth orbit plane polar satellit,2022-08-13 03:22:07+00:00,2454
399,mar one day,2022-08-12 05:08:20+00:00,23984
400,seen sex tape,2022-08-12 04:14:03+00:00,46957
401,starship b7 static fire,2022-08-11 16:23:10+00:00,8988
402,fate ironi,2022-08-11 16:02:11+00:00,38242
403,deep thot,2022-08-11 05:40:45+00:00,24678
404,,2022-08-11 05:39:30+00:00,40390
405,8 year ago,2022-08-10 05:34:46+00:00,3004
406,wrote 6 year ago,2022-08-10 05:20:12+00:00,3404
407,,2022-08-10 03:02:16+00:00,12475
408,quit day,2022-08-10 02:59:22+00:00,2583
409,rt static fire test two raptor engin starship 24,2022-08-10 02:59:03+00:00,4418
410,rt team starbas complet singl raptor engin static fire test super heavi booster 7 orbit launch pad,2022-08-10 02:59:00+00:00,3096
411,,2022-08-07 18:37:37+00:00,10259
412,fsd beta 10 69 drop 8 20,2022-08-07 07:32:26+00:00,5024
413,saxon jame musk,2022-08-06 20:51:30+00:00,3694
414,less 5 twitter daili user fake spam,2022-08-06 16:18:59+00:00,7124
415,rt 2022 annual sharehold meet,2022-08-06 15:37:13+00:00,1429
416,move rocket launch pad,2022-08-06 01:23:22+00:00,9022
417,hustl starship booster 7 back pad test outer ring 20 engin,2022-08-05 18:56:10+00:00,4040
418,full send podcast,2022-08-05 15:13:31+00:00,4640
419,thank good senat manchin,2022-08-05 06:34:11+00:00,4616
420,rt livestream 2022 annual tesla sharehold meet today 4 30pm ct,2022-08-04 19:23:21+00:00,2144
421,ratio digit biolog comput grow fast worth track,2022-08-02 23:52:03+00:00,6753
422,came pretti good cnbc piec spacex amp starship,2022-08-02 22:00:38+00:00,3333
423,worth read close match philosophi,2022-08-02 05:15:23+00:00,5079
424,still time vote,2022-08-01 22:19:04+00:00,2206
425,,2022-08-01 21:37:42+00:00,15995
426,thanksgiv last year watch one mani episod vike,2022-08-01 06:05:29+00:00,13607
427,realiti actual alien soap opera rate,2022-07-31 22:32:36+00:00,10829
428,mayb free peopl jail weed,2022-07-31 14:22:14+00:00,44771
429,race set harley quinn,2022-07-31 02:27:16+00:00,2713
430,peopl nonsens person littl nonsens,2022-07-30 14:20:06+00:00,14515
431,tesla twitter gt twizzler,2022-07-30 14:01:33+00:00,17563
432,interact twitter account seem much lower recent week amp day accur,2022-07-30 13:51:37+00:00,7687
433,saxon,2022-07-30 07:10:13+00:00,3136
434,friend made 2 year ago,2022-07-30 02:13:42+00:00,4797
435,tri voic command open butthol tesla,2022-07-30 01:46:25+00:00,9965
436,,2022-07-30 01:43:41+00:00,28364
437,heatwav shortvill,2022-07-30 00:09:07+00:00,4276
438,sure starship reach escap veloc hubri certain,2022-07-29 14:46:31+00:00,5434
439,inflat trend,2022-07-29 00:29:37+00:00,10962
440,much harder make friend enemi skill latter improv,2022-07-28 03:50:24+00:00,20735
441,media click seek machin dress truth seek machin,2022-07-27 16:07:30+00:00,39659
442,new philosophi futur need believ curios univers expand human,2022-07-27 15:38:48+00:00,16218
443,amount attent gone supernova super suck unfortun even trivial articl,2022-07-25 22:37:15+00:00,20018
444,tesla come free karaok app,2022-07-25 20:40:56+00:00,12375
445,singl piec cast reduc weight great simplifi factori increas ride qualiti amp reduc road nois,2022-07-25 13:20:13+00:00,5910
446,video game enjoy past year two,2022-07-25 06:10:38+00:00,10949
447,movi idea boss babi meet das boot das babi hijink high sea,2022-07-25 04:04:27+00:00,3924
448,dark origin lem mass suicid myth,2022-07-24 22:48:10+00:00,3312
449,sjm,2022-07-24 04:17:38+00:00,2843
450,,2022-07-24 03:58:16+00:00,20257
451,gehalt und gestalt,2022-07-24 03:14:17+00:00,3021
452,excit work tesla servic enabl hour servic possibl appli formula 1 pit crew techniqu tesla,2022-07-23 12:12:22+00:00,6511
453,rt falcon 9 s first stage land cours still love droneship mark spacex s second launch land,2022-07-22 19:02:10+00:00,2763
454,starlink now avail 36 countri,2022-07-22 19:01:32+00:00,6645
455,congrat spacex team record number launch,2022-07-22 19:00:14+00:00,2930
456,optimus prime,2022-07-22 13:35:52+00:00,19307
457,,2022-07-21 03:28:31+00:00,31716
458,rt nasa select falcon heavi launch roman space telescop design studi dark energi dark matter sea,2022-07-19 22:20:05+00:00,4224
459,one best featur model x,2022-07-19 17:34:20+00:00,7284
460,congrat tesla fremont giga nevada make 2 millionth car,2022-07-19 15:55:22+00:00,6257
461,pleas vote share tesla,2022-07-19 07:00:38+00:00,3005
462,,2022-07-18 20:17:23+00:00,29283
463,rt falcon 9 complet 31 mission far year deliv 351 metric ton orbit carri astronaut amp research t,2022-07-18 17:20:41+00:00,3772
464,tesla protect life earth spacex extend life beyond,2022-07-15 12:55:42+00:00,19604
465,mar fixer upper planet great potenti,2022-07-15 12:21:05+00:00,8667
466,,2022-07-15 04:03:02+00:00,46874
467,rt falcon 9 launch dragon,2022-07-15 03:54:30+00:00,3956
468,dragon launch 2 min,2022-07-15 00:42:42+00:00,3891
469,rt tomorrow 8 44pm et s 25th cargo resuppli mission lift launch complex 39a weather offici cont,2022-07-14 08:05:01+00:00,3172
470,rt dog mode air condit stay car lock keep pet safe amp comfort,2022-07-13 15:46:57+00:00,5468
471,cinematographi,2022-07-13 15:15:37+00:00,52984
472,starship launch site tonight,2022-07-13 05:38:17+00:00,6726
473,excit potenti,2022-07-13 01:23:15+00:00,5146
474,oh ironi lol,2022-07-12 22:10:05+00:00,12716
475,tesla s automat cabin overheat protect make real differ record heatwav abil adjust,2022-07-12 01:23:04+00:00,4880
476,,2022-07-11 20:51:22+00:00,18078
477,improv qualiti sleep rais head bed 3 5cm eat 3 hour bedtim,2022-07-11 15:34:12+00:00,29773
478,polar launch enabl complet coverag earth approv local govern,2022-07-11 05:36:17+00:00,4695
479,,2022-07-11 04:08:56+00:00,25677
480,,2022-07-11 04:04:00+00:00,126849
481,super fire futur product develop awesom tesla team honor work,2022-07-07 22:02:54+00:00,7478
482,starlink boat,2022-07-07 20:59:12+00:00,7817
483,rt addit withstand extrem cold heat hail sleet heavi rain gale forc wind starlink rug enough wit,2022-07-07 19:29:50+00:00,4850
484,mayb tesla make high configur robovan peopl amp cargo,2022-07-07 14:26:00+00:00,6396
485,hope big famili congrat alreadi,2022-07-07 14:19:47+00:00,16371
486,popul mar still zero peopl,2022-07-07 14:17:45+00:00,17508
487,best help underpopul crisi collaps birth rate biggest danger civil face far,2022-07-07 14:04:41+00:00,24419
488,rt liftoff,2022-07-07 13:33:01+00:00,4020
489,rt watch falcon 9 launch 53 starlink satellit orbit,2022-07-07 13:28:57+00:00,2295
490,high recommend revolut mike duncan especi season 10,2022-07-06 21:09:27+00:00,3879
491,human reach mar lifetim,2022-07-06 10:58:50+00:00,46111
492,flatul earther,2022-07-06 09:33:59+00:00,5820
493,verit sock aficionado,2022-07-05 17:44:09+00:00,2866
494,confess penchant creativ sock,2022-07-05 17:36:03+00:00,4519
495,elvi elvish without h,2022-07-04 20:44:21+00:00,8571
496,happi juli 4th,2022-07-04 20:14:41+00:00,15700
497,,2022-07-04 20:10:57+00:00,31362
498,honor meet yesterday,2022-07-02 01:54:39+00:00,18349
499,venic site great remembr,2022-07-02 01:44:32+00:00,8492
500,feel perhap littl bore,2022-07-02 01:39:51+00:00,20278
501,wise word sjm,2022-07-02 01:37:50+00:00,14192
502,,2022-06-21 15:53:59+00:00,67718
503,ai get better day,2022-06-20 23:43:38+00:00,14401
504,favorit chees,2022-06-20 20:46:59+00:00,9489
505,keep support dogecoin,2022-06-19 06:19:16+00:00,35617
506,shadow crew,2022-06-19 06:10:43+00:00,4925
507,happi father s day,2022-06-19 05:45:31+00:00,30169
508,congrat spacex falcon team execut 3 flawless launch 2 day,2022-06-19 05:34:03+00:00,4303
509,chang starlink s default wifi name stinki,2022-06-18 16:52:02+00:00,8107
510,writer past present futur,2022-06-18 16:45:13+00:00,7099
511,feel déjà vu haha,2022-06-18 16:25:35+00:00,3320
512,congratul giga berlin team make 1000 car week,2022-06-18 03:16:40+00:00,6055
513,watch open scene idiocraci ask friend kid,2022-06-18 01:26:53+00:00,9355
514,tiktok destroy civil peopl think,2022-06-18 00:57:04+00:00,33951
515,,2022-06-17 21:15:31+00:00,40913
516,best land video date thank starlink,2022-06-17 17:09:38+00:00,11220
517,rt watch falcon 9 launch 53 starlink satellit low earth orbit,2022-06-17 16:17:20+00:00,2486
518,rt liftoff,2022-06-17 16:17:14+00:00,3685
519,dress sink halloween choic,2022-06-15 23:42:45+00:00,10255
520,origin top gun great movi rewatch look forward see sequel,2022-06-15 17:17:20+00:00,12334
521,starship sn24 high bay,2022-06-15 02:19:15+00:00,9784
522,cryptonight,2022-06-15 00:54:50+00:00,21633
523,,2022-06-14 19:27:43+00:00,33874
524,build moat build tech tree,2022-06-14 16:18:30+00:00,9629
525,rt one step closer first orbit flight test starship,2022-06-14 15:57:16+00:00,8125
526,word beauti,2022-06-12 20:47:10+00:00,21270
527,true expert even read wiki citat,2022-06-12 20:26:25+00:00,10364
528,make austin weirder,2022-06-12 18:45:38+00:00,5644
529,humor one great joy life,2022-06-11 22:24:31+00:00,46377
530,rt citi view model y,2022-06-11 16:29:12+00:00,4706
531,33 raptor rocket engin produc 230 metric ton forc,2022-06-11 04:26:22+00:00,13304
532,play video game wherev want,2022-06-10 06:21:52+00:00,5136
533,rt awesom see peopl use starlink rvs 30 000 order count,2022-06-10 06:19:51+00:00,2309
534,real talk,2022-06-10 05:31:05+00:00,15050
535,rt falcon 9 launch nilesat 301 communic satellit geosynchron transfer orbit florida,2022-06-08 23:55:04+00:00,4312
536,,2022-06-07 15:39:14+00:00,46658
537,youtub seem nonstop scam ad,2022-06-07 15:32:30+00:00,46308
538,resolut life 8k sjm,2022-06-06 17:05:47+00:00,7510
539,chess releas video game,2022-06-06 01:17:17+00:00,19292
540,acid test two compet socioeconom system side need build wall keep peopl e,2022-06-06 01:06:53+00:00,18751
541,realiz common environmentalist annoy wrong conserv,2022-06-06 00:25:51+00:00,6204
542,o wonder mani good creatur beauteous mankind o brave new world peopl t,2022-06-06 00:14:14+00:00,5841
543,rt hepa air filter model y s x remov gt 99 97 dust pollen mold bacteria airborn particl,2022-06-05 19:06:57+00:00,4856
544,hate human love human much,2022-06-05 11:39:30+00:00,30649
545,make life multiplanetari expand scope amp scale conscious enabl backup biospher,2022-06-05 11:29:45+00:00,11815
546,deck spacex hand updat talk gave last week,2022-06-05 11:20:06+00:00,6066
547,work tesla north american servic goal 2 3 car receiv day servic wait,2022-06-04 20:05:13+00:00,4810
548,thing remark doj leak list one media care seem odd,2022-06-04 18:57:49+00:00,73046
549,four falcon heavi flight later year incred team spacex,2022-06-04 17:03:50+00:00,3767
550,getti watermark coup de grâce,2022-06-04 04:04:22+00:00,5491
551,diabol,2022-06-04 03:52:11+00:00,21544
552,,2022-06-04 02:07:33+00:00,10738
553,johnni rotten sex pistol,2022-06-04 01:39:07+00:00,34806
554,los angel fortun someon rick caruso run mayor awesom,2022-06-03 13:08:57+00:00,7395
555,tesla ai day push sept 30 optimus prototyp work,2022-06-03 00:52:57+00:00,8684
556,rt tesla navig now take predict crosswind headwind humid amp temperatur account calcul batteri,2022-06-01 17:24:17+00:00,4153
557,rt two year ago yesterday spacex launch first human spaceflight,2022-06-01 17:23:57+00:00,2907
558,tesla score 100 100 7th year row lgbtq equal,2022-06-01 15:58:28+00:00,4724
559,10 year spacex s first mission,2022-05-31 20:23:56+00:00,5355
560,,2022-05-31 14:44:38+00:00,136655
561,liter,2022-05-31 02:50:47+00:00,43563
562,tesla plaid s cruis around austin volum 11 sublim,2022-05-30 19:10:36+00:00,4010
563,veridi quo,2022-05-30 19:09:41+00:00,4149
564,miss,2022-05-30 18:21:04+00:00,31813
565,,2022-05-30 17:10:36+00:00,23759
566,remembr fell preserv light freedom,2022-05-30 14:20:04+00:00,34279
567,,2022-05-30 07:23:15+00:00,13997
568,tomorrow first sunris rest life make want,2022-05-29 23:24:09+00:00,43695
569,think deep time astound think much time ahead,2022-05-29 22:24:33+00:00,8459
570,con te partirò,2022-05-29 20:38:24+00:00,5324
571,,2022-05-28 11:49:16+00:00,26494
572,rt first two countri africa starlink regulatori approv starlink now licens seven contin,2022-05-28 11:20:02+00:00,4742
573,,2022-05-28 02:47:42+00:00,96662
574,rt starship 24 roll pad starbas,2022-05-27 22:52:53+00:00,6664
575,one starlink provid internet entir school hundr student,2022-05-27 20:54:04+00:00,17353
576,starlink approv nigeria amp mozambiqu,2022-05-27 17:09:03+00:00,15757
577,starlink approv philippin,2022-05-27 15:34:13+00:00,10795
578,tesla merch bought doge soon spacex merch,2022-05-27 15:27:21+00:00,18591
579,,2022-05-27 08:02:25+00:00,32779
580,,2022-05-27 07:59:28+00:00,9163
581,ya know pretti damn great talk peopl walk life mani countri twitter,2022-05-27 01:22:59+00:00,21209
582,trust less real question,2022-05-26 23:54:27+00:00,30441
583,use word billionair pejor moral wrong amp dumb,2022-05-26 23:02:04+00:00,8964
584,jack board,2022-05-26 17:00:06+00:00,11982
585,polit sad generat,2022-05-26 16:36:54+00:00,53921
586,land back cape canaver human scale,2022-05-26 01:10:35+00:00,13055
587,falcon 9 go superson,2022-05-26 01:09:28+00:00,11057
588,,2022-05-25 19:29:04+00:00,29444
589,rt falcon 9 s first stage land land zone 1 spacex s 22nd launch land 2022,2022-05-25 19:13:12+00:00,6223
590,popul collaps biggest threat civil,2022-05-24 20:13:10+00:00,20344
591,rt astronom wast import paper written,2022-05-24 18:46:53+00:00,1768
592,rt ideal travel camp locat internet access unreli complet unavail,2022-05-24 17:17:38+00:00,1834
593,usa birth rate min sustain level 50 year,2022-05-24 13:51:07+00:00,46304
594,starlink now avail rvs camper amp larg vehicl user note antenna big car,2022-05-23 23:11:34+00:00,9637
595,netflix documentari return astronaut orbit space shuttl program end,2022-05-23 13:55:43+00:00,8762
596,elden ring experienc entireti beauti art seen,2022-05-23 03:21:02+00:00,25438
597,,2022-05-21 23:40:20+00:00,9629
598,rt conversei há pouco com que visita o brasil convit ministro entr outro assunto trata,2022-05-21 06:44:32+00:00,19499
599,accur,2022-05-20 22:42:22+00:00,3902
600,tesla build hardcor litig depart direct initi amp execut lawsuit team rep,2022-05-20 20:28:56+00:00,21866
601,sus man,2022-05-20 19:28:26+00:00,20265
602,worth watch interview 16 date import,2022-05-20 17:52:40+00:00,6127
603,super excit brazil launch starlink 19 000 unconnect school rural area amp environment,2022-05-20 13:40:48+00:00,52148
604,final use elong scandal name kind perfect,2022-05-20 05:43:53+00:00,25510
605,attack view polit len standard despic playbook b,2022-05-20 03:28:32+00:00,77994
606,clear spend lt 5 actual time twitter acquisit rocket scienc yest,2022-05-19 22:36:49+00:00,17361
607,,2022-05-19 21:14:47+00:00,20907
608,rt daili remind brain twitter hijack algorithm design one thing maximis engag,2022-05-19 18:09:23+00:00,9705
609,,2022-05-19 17:56:22+00:00,27011
610,,2022-05-19 17:46:32+00:00,28141
611,wise word,2022-05-19 17:40:45+00:00,7499
612,good night sweet maestro flight angel sing thee thi rest,2022-05-19 17:34:23+00:00,6250
613,parti moder issu rep dem ideal,2022-05-19 15:48:35+00:00,16390
614,,2022-05-19 07:12:07+00:00,6871
615,love wacktivist incred sens humor,2022-05-19 05:16:06+00:00,14037
616,yup,2022-05-19 04:39:11+00:00,4357
617,rt select supercharg station now open non tesla ev belgium uk austria spain sweden,2022-05-19 01:08:50+00:00,2683
618,anoth batch starlink reach orbit,2022-05-19 01:07:03+00:00,6965
619,,2022-05-19 01:05:07+00:00,20533
620,past vote democrat most kind parti becom parti div,2022-05-18 18:44:21+00:00,117742
621,despit tesla environ compani,2022-05-18 16:23:46+00:00,27779
622,polit attack escal dramat come month,2022-05-18 16:22:38+00:00,52681
623,exxon rate top ten best world environ social amp govern esg s amp p 500 tesla make,2022-05-18 16:09:17+00:00,41165
624,bullsh t baffl brain,2022-05-18 07:15:54+00:00,16570
625,rt fresh interview courtesi,2022-05-18 06:51:51+00:00,1805
626,tesla ai day aug 19 mani cool updat,2022-05-17 22:05:46+00:00,8847
627,twitter claim gt 95 daili activ user real uniqu human anyon experi,2022-05-17 16:21:33+00:00,12981
628,icon lacon platon,2022-05-15 02:30:38+00:00,8237
629,rt back back falcon 9 launch starlink within 24 hour complet spacex s 19th 20th launch year,2022-05-15 01:36:44+00:00,4755
630,borderlin sexi,2022-05-15 00:45:18+00:00,11232
